UF	SF	Freq
stɛf	stɛf	5
brʊks	brʊks	5
breɪvli	breɪvli	5
dui	dui	5
ænəsteɪʒə	æ̃nəsteɪʒə	5
vil	vil	5
kɛrəlɪn	kɛrəlɪ̃n	5
dʒɝnəl	dʒɝ̃nəl	5
vɑlkeɪnoʊz	vɑlkeɪ̃noʊz	5
klɑzətz	klɑzəts	5
gɪbɪnz	gɪbɪ̃nz	5
nɝd	nɝd	5
riəpɪr	riəpɪr	5
sʌbz	sʌbz	5
kɛrə	kɛrə	5
nəgoʊʃieɪt	nəgoʊʃieɪt	5
naɪks	naɪks	5
weɪdɪŋ	weɪdɪ̃ŋ	5
faɪɝbɝd	faɪɝbɝd	5
koʊlən	koʊlə̃n	5
tʊrnəmənt	tʊrnə̃mə̃nt	5
dʌkd	dʌkt	5
nili	nili	5
ɪnsaɪkləpidiə	ɪ̃nsaɪkləpidiə	5
kleɪmeɪʃən	kleɪ̃meɪʃə̃n	5
græf	græf	5
fɔrsz	fɔrsɪz	5
rɪpɛl	rɪpɛl	5
ɪntɝækʃən	ɪ̃ntɝækʃə̃n	5
tæft	tæft	5
ʃɔnə	ʃɔ̃nə	5
rɪleɪtz	rɪleɪts	5
ʃwɔrts	ʃwɔrts	5
ɪmpruvd	ɪ̃mpruvd	5
ækəpʊlkoʊ	ækəpʊlkoʊ	5
mɔd	mɔd	5
gɪnsbɝg	gɪ̃nsbɝg	5
swin	swĩn	5
wɪz	wɪz	5
sizənd	sizə̃nd	5
waɪti	waɪti	5
ɛfɛm	ɛfɛ̃m	5
voʊtz	voʊts	5
feɪzən	feɪzə̃n	5
lænjɝd	læ̃njɝd	5
rʌkɝ	rʌkɝ	5
rizɑlv	rizɑlv	5
fleɪvɪn	fleɪvɪ̃n	5
fɝnændoʊ	fɝ̃næ̃ndoʊ	5
broʊdi	broʊdi	5
koʊmoʊ	koʊ̃moʊ	5
sneɪkbaɪt	sneɪkbaɪt	5
rizənɪŋ	rizə̃nɪ̃ŋ	5
fɑsəlz	fɑsəlz	5
skɔrpiənz	skɔrpiə̃nz	5
dʌməst	dʌ̃məst	5
ʌndɝmæn	ʌ̃ndɝ̃mæ̃n	5
ɪmpɪriəl	ɪ̃mpɪriəl	5
pəstur	pəstur	5
glɪtʃ	glɪtʃ	5
wɑʃi	wɑʃi	5
mæŋgəl	mæ̃ŋgəl	5
kəndɪʃənəl	kə̃ndɪʃə̃nəl	5
dɪspɪkəbəl	dɪspɪkəbəl	5
bjulə	bjulə	5
koʊv	koʊv	5
roʊmeɪniən	roʊ̃meɪ̃niə̃n	5
draɪvəbəl	draɪvəbəl	5
plænətɛriəm	plæ̃nətɛriə̃m	5
lɑni	lɑ̃ni	5
dɛzi	dɛzi	5
sɛgmənteɪʃən	sɛgmə̃nteɪʃə̃n	5
peɪtriɑtɪk	peɪtriɑtɪk	5
mɛrələnd	mɛrələ̃nd	5
did	did	5
sloʊθ	sloʊθ	5
kɛnzi	kɛ̃nzi	5
raɪdən	raɪdə̃n	5
sætəlaɪt	sætəlaɪt	5
ripækt	ripækt	5
ʃrɛdɝ	ʃrɛdɝ	5
freɪtɝ	freɪtɝ	5
gwɑkəmoʊli	gwɑkə̃moʊli	5
huplɑ	huplɑ	5
dɪksilænd	dɪksilæ̃nd	5
hɑfstrə	hɑfstrə	5
trɪstæn	trɪstæ̃n	5
dʒænə	dʒæ̃nə	5
dʒɑvə	dʒɑvə	5
deɪtd	deɪtɪd	4
ədɔrz	ədɔrz	4
feɪzz	feɪzɪz	4
kəmpɛrɪŋ	kə̃mpɛrɪ̃ŋ	4
əkwaɪɝ	əkwaɪɝ	4
sɛkəndɛri	sɛkə̃ndɛri	4
əvɔɪdd	əvɔɪdɪd	4
ənriznəbəl	ə̃nriznəbəl	4
waɪthaʊs	waɪthaʊs	4
vəniʃən	və̃niʃə̃n	4
mɪləlitɝz	mɪləlitɝz	4
əmeɪzz	ə̃meɪzɪz	4
glɔs	glɔs	4
pɪlɝz	pɪlɝz	4
koʊpɪŋ	koʊpɪ̃ŋ	4
mɪnɝəlz	mɪ̃nɝəlz	4
ægrəveɪʃən	ægrəveɪʃə̃n	4
bʊkɪŋ	bʊkɪ̃ŋ	4
neɪtʃɝd	neɪtʃɝd	4
hiθroʊ	hiθroʊ	4
stɝdiɝ	stɝdiɝ	4
ɪgnɝənt	ɪgnɝə̃nt	4
fɪʃɝmɪn	fɪʃɝ̃mɪ̃n	4
twɪndʒ	twɪ̃ndʒ	4
tɪndʒ	tɪ̃ndʒ	4
gɝgəlɪŋ	gɝgəlɪ̃ŋ	4
ɛndʒɔɪmənt	ɛ̃ndʒɔɪ̃mə̃nt	4
rivɑlvz	rivɑlvz	4
lɛndɪŋ	lɛ̃ndɪ̃ŋ	4
vækjumz	vækjũmz	4
sʌkʃən	sʌkʃə̃n	4
ɛndaʊmənt	ɛ̃ndaʊ̃mə̃nt	4
tʃɪrfəli	tʃɪrfəli	4
rɪlʌktənt	rɪlʌktə̃nt	4
əkaʊntz	əkaʊ̃nts	4
hɪli	hɪli	4
lædz	lædz	4
loʊnɝ	loʊ̃nɝ	4
tɛkst	tɛkst	4
reɪd	reɪd	4
tubɪŋ	tubɪ̃ŋ	4
soʊʃəbəl	soʊʃəbəl	4
kɑməntɛri	kɑ̃mə̃ntɛri	4
mælkəm	mælkə̃m	4
pəzɛsd	pəzɛst	4
ɪnɪʃəli	ɪ̃nɪʃəli	4
ɪntɛndɪŋ	ɪ̃ntɛ̃ndɪ̃ŋ	4
riækt	riækt	4
stuɪŋ	stuɪ̃ŋ	4
dreɪpd	dreɪpt	4
mɪk	mɪk	4
græniz	græ̃niz	4
pɑstəz	pɑstəz	4
tɔrtʃɝɪŋ	tɔrtʃɝɪ̃ŋ	4
plæstɝd	plæstɝd	4
strɛsfəl	strɛsfəl	4
fleɪmɪŋ	fleɪ̃mɪ̃ŋ	4
ruld	ruld	4
mɑpd	mɑpt	4
mɛnəndʒaɪtəs	mɛ̃nə̃ndʒaɪtəs	4
kwɛntɪn	kwɛ̃ntɪ̃n	4
kɝsɪŋ	kɝsɪ̃ŋ	4
ɪtæljənz	ɪtæljə̃nz	4
junətz	jũnəts	4
fɝnz	fɝ̃nz	4
stuz	stuz	4
fɔrmɪŋ	fɔrmɪ̃ŋ	4
dɪstrækʃənz	dɪstrækʃə̃nz	4
dɪstrɛs	dɪstrɛs	4
rɑbɝts	rɑbɝts	4
doʊzd	doʊzd	4
vɪktɔriən	vɪktɔriə̃n	4
dɪfɔrmd	dɪfɔrmd	4
skæmpɝ	skæ̃mpɝ	4
rɛskjuz	rɛskjuz	4
nuzlɛtɝ	nuzlɛtɝ	4
haɪnz	haɪ̃nz	4
dəbeɪtɪŋ	dəbeɪtɪ̃ŋ	4
dɪtɛkt	dɪtɛkt	4
kærəvænz	kærəvæ̃nz	4
hoʊmsɪk	hoʊ̃msɪk	4
ɛrpɔrtz	ɛrpɔrts	4
tʃæplən	tʃæplə̃n	4
tɪnt	tɪ̃nt	4
bʌstɪŋ	bʌstɪ̃ŋ	4
treɪsi	treɪsi	4
spreɪnd	spreɪ̃nd	4
bɝstz	bɝsts	4
vɪksɪn	vɪksɪ̃n	4
kənfɝmd	kə̃nfɝ̃md	4
trævəlɝ	trævəlɝ	4
ʌpwɝdz	ʌpwɝdz	4
dɪsɪnfɛktənt	dɪsɪ̃nfɛktə̃nt	4
sɛtəlz	sɛtəlz	4
kənsʌltənt	kə̃nsʌltə̃nt	4
nɔt	nɔt	4
doʊzɪŋ	doʊzɪ̃ŋ	4
hʌnimun	hʌ̃nĩmũn	4
ɪkwɪvələnt	ɪkwɪvələ̃nt	4
kɑntrəbjuʃən	kɑ̃ntrəbjuʃə̃n	4
mɔrɪsən	mɔrɪsə̃n	4
spɛsəmən	spɛsə̃mə̃n	4
skwilz	skwilz	4
swidən	swidə̃n	4
wɪgwɑm	wɪgwɑ̃m	4
dɛkɝeɪtɝ	dɛkɝeɪtɝ	4
pɑrtɪʃən	pɑrtɪʃə̃n	4
ɪnsɪʒən	ɪ̃nsɪʒə̃n	4
klɪŋɪŋ	klɪ̃ŋɪ̃ŋ	4
mɪdəltən	mɪdəltə̃n	4
əmjuz	ə̃mjuz	4
stɑrtlɪŋ	stɑrtlɪ̃ŋ	4
bʊliɪŋ	bʊliɪ̃ŋ	4
lusənɪŋ	lusə̃nɪ̃ŋ	4
kɪmbɝli	kɪ̃mbɝli	4
fɔrən	fɔrə̃n	4
sədʒɛstʃənz	sədʒɛstʃə̃nz	4
trɛdmɪl	trɛdmɪl	4
streɪtɝ	streɪtɝ	4
rɛkəmɛndd	rɛkə̃mɛ̃ndɪd	4
ɛnkɝɪdʒz	ɛ̃nkɝɪdʒɪz	4
tʃɛkəsloʊvɑkiə	tʃɛkəsloʊvɑkiə	4
stɝz	stɝz	4
dɪsgreɪs	dɪsgreɪs	4
smʌðɝd	smʌðɝd	4
sætəsfaɪ	sætəsfaɪ	4
wɪndd	wɪ̃ndɪd	4
stæg	stæg	4
blɑndi	blɑ̃ndi	4
məloʊn	məloʊ̃n	4
breɪni	breɪ̃ni	4
sʌmɝhɪl	sʌ̃mɝhɪl	4
ɪgzɪstd	ɪgzɪstɪd	4
əvɝʒən	əvɝʒə̃n	4
steɪʃənɛri	steɪʃə̃nɛri	4
səvɪr	səvɪr	4
sweɪd	sweɪd	4
sʌfɝd	sʌfɝd	4
wɪntɝz	wɪ̃ntɝz	4
risɔrsɪz	risɔrsɪz	4
tʃætd	tʃætɪd	4
rilisd	rilist	4
trænsfɝd	træ̃nsfɝd	4
ænəsθɛtɪk	æ̃nəsθɛtɪk	4
ænti	æ̃nti	4
peɪpɝbæk	peɪpɝbæk	4
noʊtrə	noʊtrə	4
gaɪdd	gaɪdɪd	4
braɪb	braɪb	4
pɝk	pɝk	4
eɪŋgɪlaɪn	eɪ̃ŋgɪlaɪ̃n	4
gæðɝz	gæðɝz	4
mɑli	mɑli	4
rɪpleɪsmənt	rɪpleɪsmə̃nt	4
bʊkkeɪsz	bʊkkeɪsɪz	4
dʌfɝ	dʌfɝ	4
roʊtɝi	roʊtɝi	4
haʊndz	haʊ̃ndz	4
tɛrɪtɔri	tɛrɪtɔri	4
krɑk	krɑk	4
kɑrli	kɑrli	4
dʒɝɑrd	dʒɝɑrd	4
kraʊtʃɪŋ	kraʊtʃɪ̃ŋ	4
kwinzweɪ	kwĩnzweɪ	4
sɑd	sɑd	4
glæsi	glæsi	4
səpɔrtd	səpɔrtɪd	4
ɛnkloʊzd	ɛ̃nkloʊzd	4
æbstrækt	æbstrækt	4
dɛnɪs	dɛ̃nɪs	4
pæmələ	pæ̃mələ	4
poʊstədʒ	poʊstədʒ	4
mɛriəl	mɛriəl	4
ʌvənz	ʌvə̃nz	4
prɪnsz	prɪ̃nsɪz	4
smuðli	smuðli	4
ʃændi	ʃæ̃ndi	4
ɪnvɛnʃən	ɪ̃nvɛ̃nʃə̃n	4
rɛmədi	rɛ̃mədi	4
heɪlɔft	heɪlɔft	4
fræntɪk	fræ̃ntɪk	4
ənkʌvɝd	ə̃nkʌvɝd	4
hɝbi	hɝbi	4
bændi	bæ̃ndi	4
waɪnɝ	waɪ̃nɝ	4
kəndɪʃənz	kə̃ndɪʃə̃nz	4
kɔɪ	kɔɪ	4
blɪstɝz	blɪstɝz	4
kuɪŋ	kuɪ̃ŋ	4
bænbɛri	bæ̃nbɛri	4
ɪnsʌlt	ɪ̃nsʌlt	4
bun	bũn	4
dɪsəgrimənt	dɪsəgrĩmə̃nt	4
ʃʌntɪŋ	ʃʌ̃ntɪ̃ŋ	4
slaɪtəst	slaɪtəst	4
səbstænʃəl	səbstæ̃nʃəl	4
gaʊdʒ	gaʊdʒ	4
gɪbɝɪʃ	gɪbɝɪʃ	4
fɔrwɝdɪŋ	fɔrwɝdɪ̃ŋ	4
fræntʃɛskə	fræ̃ntʃɛskə	4
jɔnz	jɔ̃nz	4
luni	lũni	4
θʌndɝz	θʌ̃ndɝz	4
bændədʒd	bæ̃ndədʒd	4
dʒənɛt	dʒə̃nɛt	4
strik	strik	4
klaɪmət	klaɪ̃mət	4
wʌs	wʌs	4
fɔrsɛpz	fɔrsɛps	4
swɪg	swɪg	4
wɑʃəbəl	wɑʃəbəl	4
sɑljəbəl	sɑljəbəl	4
plizz	plizɪz	4
lɔrdz	lɔrdz	4
ʃʌflɪŋ	ʃʌflɪ̃ŋ	4
æpt	æpt	4
dɪsaɪdədli	dɪsaɪdədli	4
aɪfəl	aɪfəl	4
ɪnsɪstz	ɪ̃nsɪsts	4
fɪzɪks	fɪzɪks	4
kɔrnɪʃ	kɔrnɪʃ	4
oʊvɝdoʊs	oʊvɝdoʊs	4
kəlaɪd	kəlaɪd	4
reɪmənd	reɪ̃mə̃nd	4
mænɪk	mæ̃nɪk	4
oʊvɝli	oʊvɝli	4
rudli	rudli	4
poʊstmæstɝ	poʊstmæstɝ	4
ɪvɛntz	ɪvɛ̃nts	4
kɑtɪdʒz	kɑtɪdʒɪz	4
ʃeɪn	ʃeɪ̃n	4
ʃɑkɝ	ʃɑkɝ	4
ɪnhɛrətd	ɪ̃nhɛrətɪd	4
skʌft	skʌft	4
hɝæsɪŋ	hɝæsɪ̃ŋ	4
trɑtd	trɑtɪd	4
aɪsz	aɪsɪz	4
sɝfəsz	sɝfəsɪz	4
ʃɛdɪŋ	ʃɛdɪ̃ŋ	4
risɔtoʊ	risɔtoʊ	4
teɪt	teɪt	4
oʊvɝsaɪzd	oʊvɝsaɪzd	4
ɪkskjusz	ɪkskjusɪz	4
tʊrəst	tʊrəst	4
vɛnəs	vɛ̃nəs	4
tʃɔr	tʃɔr	4
laɪtd	laɪtɪd	4
pipz	pips	4
tʃɑr	tʃɑr	4
səlɛktɪv	səlɛktɪv	4
sʌp	sʌp	4
ʌtɝ	ʌtɝ	4
bɑrbɛriən	bɑrbɛriə̃n	4
rijus	rijus	4
græfɪk	græfɪk	4
lipfrɔg	lipfrɔg	4
hɛzəteɪt	hɛzəteɪt	4
dɑrtd	dɑrtɪd	4
lʌndʒd	lʌ̃ndʒd	4
mɪzɝəbli	mɪzɝəbli	4
bɝlɪn	bɝlɪ̃n	4
wʊdpɛkɝz	wʊdpɛkɝz	4
kjʊriəsli	kjʊriəsli	4
pisə	pisə	4
oʊkrə	oʊkrə	4
klæmbɝd	klæ̃mbɝd	4
lɔɪd	lɔɪd	4
bræmhəl	bræ̃mhəl	4
rɑbɝi	rɑbɝi	4
ʒeɪk	ʒeɪk	4
hɑrdi	hɑrdi	4
boʊstd	boʊstɪd	4
bleɪzɝ	bleɪzɝ	4
plaɪɝ	plaɪɝ	4
skɛriɝ	skɛriɝ	4
ɛntɝd	ɛ̃ntɝd	4
ənrævəl	ə̃nrævəl	4
ɛdməndz	ɛdmə̃ndz	4
ædmɝəl	ædmɝəl	4
pjuʒoʊ	pjuʒoʊ	4
soʊlz	soʊlz	4
bʌtlɝ	bʌtlɝ	4
frɑlɪk	frɑlɪk	4
stʌməkz	stʌ̃məks	4
wɛdʒz	wɛdʒɪz	4
gluz	gluz	4
fɝɑri	fɝɑri	4
kɪltz	kɪlts	4
skeɪtɝ	skeɪtɝ	4
jʌmiz	jʌ̃miz	4
sætən	sætə̃n	4
stæmpɝ	stæ̃mpɝ	4
æspɪnɔl	æspɪ̃nɔl	4
tæzmeɪniən	tæzmeɪ̃niə̃n	4
treɪld	treɪld	4
froʊ	froʊ	4
bærɪŋtən	bærɪ̃ŋtə̃n	4
ɝaɪvəl	ɝaɪvəl	4
bæbunz	bæbũnz	4
wɑləbiz	wɑləbiz	4
blumd	blũmd	4
jæk	jæk	4
pəpaɪə	pəpaɪə	4
pɝpəsli	pɝpəsli	4
stɑri	stɑri	4
kriki	kriki	4
bətɑn	bətɑ̃n	4
twɝlz	twɝlz	4
ɔnlaɪn	ɔ̃nlaɪ̃n	4
roʊzbʊʃ	roʊzbʊʃ	4
lænkæstɝ	læ̃nkæstɝ	4
mɪki	mɪki	4
lɛr	lɛr	4
swaɪpz	swaɪps	4
mɪsti	mɪsti	4
grɪd	grɪd	4
ənwɛl	ə̃nwɛl	4
ʃɛlfɪʃ	ʃɛlfɪʃ	4
kreɪtɝz	kreɪtɝz	4
bɛrɝ	bɛrɝ	4
maʊθpis	maʊθpis	4
skwɛltʃ	skwɛltʃ	4
fætənd	fætə̃nd	4
kəndʌktɝz	kə̃ndʌktɝz	4
wɪʃfəl	wɪʃfəl	4
ɪnsɪstənt	ɪ̃nsɪstə̃nt	4
dʒæŋgəl	dʒæ̃ŋgəl	4
mɑrdʒɝi	mɑrdʒɝi	4
æksɛptɪŋ	æksɛptɪ̃ŋ	4
dəvɪl	dəvɪl	4
trɑtz	trɑts	4
supɪriɝ	supɪriɝ	4
kɔg	kɔg	4
mɪg	mɪg	4
ɑpɝeɪts	ɑpɝeɪts	4
ɔrgənəzeɪʃən	ɔrgə̃nəzeɪʃə̃n	4
pɛdəlz	pɛdəlz	4
supɝvaɪz	supɝvaɪz	4
skɑrfz	skɑrfs	4
tɛləfoʊnɪŋ	tɛləfoʊ̃nɪ̃ŋ	4
tʃɛrəki	tʃɛrəki	4
mæksin	mæksĩn	4
mɔrtən	mɔrtə̃n	4
fjuɝ	fjuɝ	4
dɪskaʊnt	dɪskaʊ̃nt	4
koʊɑpɝeɪʃən	koʊɑpɝeɪʃə̃n	4
oʊtɪs	oʊtɪs	4
rɛkəgnaɪzəbəl	rɛkəgnaɪzəbəl	4
gɪlbɝtsən	gɪlbɝtsə̃n	4
sɛkəndli	sɛkə̃ndli	4
dɪsmæntəl	dɪsmæ̃ntəl	4
kɑmpaʊnd	kɑ̃mpaʊ̃nd	4
ənlɛdd	ə̃nlɛdɪd	4
ədrɪft	ədrɪft	4
moʊbəlz	moʊbəlz	4
ɛntɝteɪnd	ɛ̃ntɝteɪ̃nd	4
wivz	wivz	4
muvɝ	muvɝ	4
beɪl	beɪl	4
ɪkstɛndɪŋ	ɪkstɛ̃ndɪ̃ŋ	4
fɛndɝz	fɛ̃ndɝz	4
kræm	kræ̃m	4
laɪənz	laɪə̃nz	4
kəntroʊlɪŋ	kə̃ntroʊlɪ̃ŋ	4
dɪpraɪvd	dɪpraɪvd	4
klɑt	klɑt	4
kɑbz	kɑbz	4
hʊdz	hʊdz	4
tɛmpt	tɛ̃mpt	4
sʌzi	sʌzi	4
kjʊrz	kjʊrz	4
dizəlz	dizəlz	4
sɪkəl	sɪkəl	4
rɑksi	rɑksi	4
pruvz	pruvz	4
dɪlɪbɝət	dɪlɪbɝət	4
wɔlts	wɔlts	4
tɑpɪk	tɑpɪk	4
vaɪələntli	vaɪələ̃ntli	4
prɪzənɝ	prɪzə̃nɝ	4
tunɪk	tũnɪk	4
lɔrəns	lɔrə̃ns	4
strɪpɪŋ	strɪpɪ̃ŋ	4
ɪnkludz	ɪ̃nkludz	4
ɪksploʊdɪŋ	ɪksploʊdɪ̃ŋ	4
dɪskəs	dɪskəs	4
trɛnd	trɛ̃nd	4
dʌvz	dʌvz	4
fili	fili	4
haɪpɝæktɪv	haɪpɝæktɪv	4
rɪzɛmbləns	rɪzɛ̃mblə̃ns	4
grusəm	grusə̃m	4
pɪntoʊ	pɪ̃ntoʊ	4
ɔrgænɪk	ɔrgæ̃nɪk	4
dʒɛd	dʒɛd	4
snæzi	snæzi	4
vjuɪŋ	vjuɪ̃ŋ	4
swidɪʃ	swidɪʃ	4
æksəl	æksəl	4
pɛrənɔɪd	pɛrə̃nɔɪd	4
əmɛrɪkənz	ə̃mɛrɪkə̃nz	4
ɑnkɔr	ɑ̃nkɔr	4
ræpədli	ræpədli	4
dæʃɝ	dæʃɝ	4
pədɛstriənz	pədɛstriə̃nz	4
fæg	fæg	4
rʌmɪdʒɪŋ	rʌ̃mɪdʒɪ̃ŋ	4
brægɪŋ	brægɪ̃ŋ	4
fɑgiəst	fɑgiəst	4
tʌskən	tʌskə̃n	4
reɪdɝ	reɪdɝ	4
maɪndɝ	maɪ̃ndɝ	4
ɪfɛktɪv	ɪfɛktɪv	4
leɪsi	leɪsi	4
brɑnwɪn	brɑ̃nwɪ̃n	4
dæmɪdʒɪŋ	dæ̃mɪdʒɪ̃ŋ	4
kəsɛtz	kəsɛts	4
dɪdʒətəl	dɪdʒətəl	4
reɪn	reɪ̃n	4
səksɛsfəli	səksɛsfəli	4
bəsun	bəsũn	4
brɑli	brɑli	4
ɑksfæm	ɑksfæ̃m	4
fɛnəl	fɛ̃nəl	4
bætɝɪŋ	bætɝɪ̃ŋ	4
ɪksɛpʃənəli	ɪksɛpʃə̃nəli	4
skɔrz	skɔrz	4
trɔmætɪk	trɔ̃mætɪk	4
gɑgɪn	gɑgɪ̃n	4
meɪhɛm	meɪhɛ̃m	4
faɪnəst	faɪ̃nəst	4
wɪrdəst	wɪrdəst	4
skwɪgəlz	skwɪgəlz	4
kup	kup	4
rɛzɪdəns	rɛzɪdə̃ns	4
strɔŋmæn	strɔ̃ŋmæ̃n	4
fæŋz	fæ̃ŋz	4
bɔɪlz	bɔɪlz	4
pəzɪʃənd	pəzɪʃə̃nd	4
groʊnɪŋ	groʊ̃nɪ̃ŋ	4
hɛrɪŋ	hɛrɪ̃ŋ	4
gəlɔr	gəlɔr	4
wʊdwɝk	wʊdwɝk	4
bʌŋkz	bʌ̃ŋks	4
hɝdəlz	hɝdəlz	4
sloʊpɪŋ	sloʊpɪ̃ŋ	4
pɝtʃəsz	pɝtʃəsɪz	4
brɪl	brɪl	4
laʊndʒɪŋ	laʊ̃ndʒɪ̃ŋ	4
bruɝi	bruɝi	4
pɑrtɪŋ	pɑrtɪ̃ŋ	4
tʃɪpɪŋ	tʃɪpɪ̃ŋ	4
nɑzəl	nɑzəl	4
tɑpd	tɑpt	4
bʊldoʊz	bʊldoʊz	4
ənspikəbəl	ə̃nspikəbəl	4
fjumz	fjũmz	4
saɪəntɪfɪk	saɪə̃ntɪfɪk	4
dɪvɪʒən	dɪvɪʒə̃n	4
switli	switli	4
supɝvaɪzɝ	supɝvaɪzɝ	4
ʃrikd	ʃrikt	4
slɑtɪŋ	slɑtɪ̃ŋ	4
praɪ	praɪ	4
flaʊndɝɪŋ	flaʊ̃ndɝɪ̃ŋ	4
trænzleɪt	træ̃nzleɪt	4
dæbəl	dæbəl	4
kænənbɔl	kæ̃nə̃nbɔl	4
kætfɪʃ	kætfɪʃ	4
nʌtɝ	nʌtɝ	4
sweɪz	sweɪz	4
dɪstɪŋktli	dɪstɪ̃ŋktli	4
foʊmi	foʊ̃mi	4
krʌmbəld	krʌ̃mbəld	4
slænt	slæ̃nt	4
æftɝʃeɪv	æftɝʃeɪv	4
moʊʃənz	moʊʃə̃nz	4
spɝt	spɝt	4
sɪvɪŋ	sɪvɪ̃ŋ	4
əlaɪt	əlaɪt	4
mæskət	mæskət	4
skæbz	skæbz	4
ripleɪ	ripleɪ	4
tɪtəl	tɪtəl	4
əpriʃieɪtd	əpriʃieɪtɪd	4
hɛrdu	hɛrdu	4
pæmpəz	pæ̃mpəz	4
stɛrəl	stɛrəl	4
wɛbɪŋ	wɛbɪ̃ŋ	4
twɪstɝ	twɪstɝ	4
roʊli	roʊli	4
frɛdrɪk	frɛdrɪk	4
rɛstfəl	rɛstfəl	4
ɑrgɑn	ɑrgɑ̃n	4
ɪnfleɪt	ɪ̃nfleɪt	4
ʃeɪvz	ʃeɪvz	4
baɪndɝ	baɪ̃ndɝ	4
dɛstɪnd	dɛstɪ̃nd	4
ælən	ælə̃n	4
kræft	kræft	4
kjʊrd	kjʊrd	4
bæptɪzəm	bæptɪzə̃m	4
spaɪn	spaɪ̃n	4
saɪkəld	saɪkəld	4
gleɪzd	gleɪzd	4
sæmpəlz	sæ̃mpəlz	4
səpɔrtz	səpɔrts	4
kæntin	kæ̃ntĩn	4
faɪnɝ	faɪ̃nɝ	4
ɑpɝeɪtd	ɑpɝeɪtɪd	4
θɪnli	θɪ̃nli	4
hɔrəfaɪd	hɔrəfaɪd	4
haʊswɑmɪŋ	haʊswɑ̃mɪ̃ŋ	4
riəʃʊrɪŋ	riəʃʊrɪ̃ŋ	4
ɪmprɛs	ɪ̃mprɛs	4
rɛprəzɛntz	rɛprəzɛ̃nts	4
pɔɪŋ	pɔɪ̃ŋ	4
spreɪɝ	spreɪɝ	4
fɪʃmɑŋgɝ	fɪʃmɑ̃ŋgɝ	4
əpɑlədʒaɪzɪŋ	əpɑlədʒaɪzɪ̃ŋ	4
sɑroʊ	sɑroʊ	4
koʊlz	koʊlz	4
sɛntd	sɛ̃ntɪd	4
ʃɪrd	ʃɪrd	4
ɑrtʃɝi	ɑrtʃɝi	4
nɪŋkəmpup	nɪ̃ŋkə̃mpup	4
smʌðɝɪŋ	smʌðɝɪ̃ŋ	4
dʒuliɛt	dʒuliɛt	4
teɪ	teɪ	4
tɪpsi	tɪpsi	4
sæmz	sæ̃mz	4
poʊpʊri	poʊpʊri	4
tæsəl	tæsəl	4
fɔlaʊt	fɔlaʊt	4
tækd	tækt	4
doʊi	doʊi	4
tɛləfoʊnd	tɛləfoʊ̃nd	4
plizɪŋ	plizɪ̃ŋ	4
bægd	bægd	4
haʊzɪŋ	haʊzɪ̃ŋ	4
proʊb	proʊb	4
əproʊtʃɪŋ	əproʊtʃɪ̃ŋ	4
ripɔrtd	ripɔrtɪd	4
feɪdz	feɪdz	4
rɛstz	rɛsts	4
krʌʃz	krʌʃɪz	4
neɪʃənwaɪd	neɪʃə̃nwaɪd	4
buiz	buiz	4
sui	sui	4
ɪkspændz	ɪkspæ̃ndz	4
slætz	slæts	4
rɑbd	rɑbd	4
krɑp	krɑp	4
skeɪtbɔrdɪŋ	skeɪtbɔrdɪ̃ŋ	4
rudi	rudi	4
ətræktz	ətrækts	4
pɛlətz	pɛləts	4
dʒɔɪntz	dʒɔɪ̃nts	4
tæŋkɝz	tæ̃ŋkɝz	4
bʌmd	bʌ̃md	4
kɑpɝz	kɑpɝz	4
daɪəgræm	daɪəgræ̃m	4
seɪlzmən	seɪlzmə̃n	4
sɝaʊnd	sɝaʊ̃nd	4
briðz	briðz	4
rəsivz	rəsivz	4
flʌdɪŋ	flʌdɪ̃ŋ	4
ripɔrtɪŋ	ripɔrtɪ̃ŋ	4
kɔɪl	kɔɪl	4
kirɑ	kirɑ	4
gɑrgɔɪl	gɑrgɔɪl	4
lɑnsdeɪl	lɑ̃nsdeɪl	4
deɪzd	deɪzd	4
rɪflɛktɝ	rɪflɛktɝ	4
ɛoʊɛs	ɛoʊɛs	4
ɛkoʊd	ɛkoʊd	4
faɪrfaɪtɪŋ	faɪrfaɪtɪ̃ŋ	4
ɑzɑr	ɑzɑr	4
dʌzənz	dʌzə̃nz	4
pɑrtrədʒ	pɑrtrədʒ	4
ʃeɪvɪŋz	ʃeɪvɪ̃ŋz	4
naɪtkləbz	naɪtkləbz	4
nɛsəl	nɛsəl	4
tʃæpmən	tʃæpmə̃n	4
aɪsɪkəl	aɪsɪkəl	4
drɪzəlɪŋ	drɪzəlɪ̃ŋ	4
klɪftən	klɪftə̃n	4
pɪrz	pɪrz	4
dʌbəld	dʌbəld	4
fɪstz	fɪsts	4
əproʊtʃd	əproʊtʃt	4
lændɝ	læ̃ndɝ	4
kɪdnæpd	kɪdnæpt	4
smæʃɝ	smæʃɝ	4
trɛdz	trɛdz	4
ɪndɪsaɪsɪv	ɪ̃ndɪsaɪsɪv	4
dɪlaɪtz	dɪlaɪts	4
ɪngridiənt	ɪ̃ngridiə̃nt	4
ɪlɛkʃən	ɪlɛkʃə̃n	4
kɑrtrədʒz	kɑrtrədʒɪz	4
gleɪzɪŋ	gleɪzɪ̃ŋ	4
mɔrsəl	mɔrsəl	4
klɑrk	klɑrk	4
