UF	SF	Freq
bɘ.trib.	bɘ.trip.	6
ab.he.bɘn.	ap.he.bɘn.	6
ry.bɘr.kɔ.mɘn.	ry.bɘr.kɔ.mɘn.	6
krɔy.tsʊŋ.	krɔy.tsʊŋ.	6
am.pɘln.	am.pɘln.	6
ʃtraix.	ʃtraix.	6
kar.tɘn.ʃpil.	kar.tɘn.ʃpil.	6
ɛr.fa.rɘn.	ɛr.fa.rɘn.	6
tsog.	tsok.	6
ɛr.tsɛ.lɘ.	ɛr.tsɛ.lɘ.	6
lis.	lis.	6
tsɛr.rai.sɘn.	tsɛr.rai.sɘn.	6
dɛ.sɘn.	dɛ.sɘn.	6
an.brɪ.ŋɘn.	an.brɪ.ŋɘn.	6
hɪlf.raix.	hɪlf.raix.	6
lau.fɘn.	lau.fɘn.	6
bɘ.tsau.bɘrnd.	bɘ.tsau.bɘrnt.	6
fɛr.van.dɘln.	fɛr.van.dɘln.	6
ma.tra.tsɘn.	ma.tra.tsɘn.	6
lau.tɘ.	lau.tɘ.	6
vi.dɘ.rʊm.	vi.dɘ.rʊm.	6
auf.tsu.bau.ɘn.	auf.tsu.bau.ɘn.	6
ʊm.le.gɘn.	ʊm.le.gɘn.	6
aus.fa.rɘn.	aus.fa.rɘn.	6
rauxt.	rauxt.	6
klu.gɘ.	klu.gɘ.	6
fla.xɘ.	fla.xɘ.	6
fa.tal.	fa.tal.	6
ma.te.ri.al.	ma.te.ri.al.	6
ain.gɘ.fa.lɘn.	ain.gɘ.fa.lɘn.	6
ʃpa.nɘn.dɘr.	ʃpa.nɘn.dɘr.	6
gɘ.jakt.	gɘ.jakt.	6
na.mɘns.	na.mɘns.	6
dys.tɘr.	dys.tɘr.	6
lø.vɪn.	lø.vɪn.	6
aus.hal.tɘn.	aus.hal.tɘn.	6
ɛs.tɘn.	ɛs.tɘn.	6
ʃtir.	ʃtir.	6
tsim.lɪ.xɘr.	tsim.lɪ.xɘr.	6
fɛr.hʊ.ŋɘrn.	fɛr.hʊ.ŋɘrn.	6
ʃʊt.	ʃʊt.	6
fa.lɘ.	fa.lɘ.	6
vyr.fɘln.	vyr.fɘln.	6
at.mɘt.	at.mɘt.	6
gɘ.vɪnst.	gɘ.vɪnst.	6
ɛnt.ʃprɛ.xɘnd.	ɛnt.ʃprɛ.xɘnt.	6
bɘ.ʃlɔ.sɘn.	bɘ.ʃlɔ.sɘn.	6
kert.	kert.	6
vai.tɘr.maxst.	vai.tɘr.maxst.	6
tsau.bɘr.haft.	tsau.bɘr.haft.	6
kne.tɘ.	kne.tɘ.	6
tsɪʃt.	tsɪʃt.	6
da.kɘl.	da.kɘl.	6
ʃvan.	ʃvan.	6
fɛs.pɘr.	fɛs.pɘr.	6
krɛ.nɘ.	krɛ.nɘ.	6
dɔyt.lɪ.xɘr.	dɔyt.lɪ.xɘr.	6
gu.tɘ.	gu.tɘ.	6
ʃrɪ.tɘ.	ʃrɪ.tɘ.	6
hɛrtz.lɪ.xɘn.	hɛrts.lɪ.xɘn.	6
bɘ.raix.	bɘ.raix.	6
fryx.tɘ.	fryx.tɘ.	6
ʃɑ.sɘn.	ʃɑ.sɘn.	6
hɛx.tɘ.	hɛx.tɘ.	6
gɘ.dʊl.dɪx.	gɘ.dʊl.dɪx.	6
ain.tsi.ɘn.	ain.tsi.ɘn.	6
bɘ.ru.ɪ.gɘn.	bɘ.ru.ɪ.gɘn.	6
ze.gɘl.flug.tsɔyg.	ze.gɘl.fluk.tsɔyk.	6
auf.va.xɘn.	auf.va.xɘn.	6
frɔynd.lɪ.xɘ.	frɔynt.lɪ.xɘ.	6
mɪst.	mɪst.	6
hartz.	harts.	6
tro.ja.nɪ.ʃɘ.	tro.ja.nɪ.ʃɘ.	6
ab.gɘ.tso.gɘn.	ap.gɘ.tso.gɘn.	6
øs.tɘ.rai.xɪ.ʃɘ.	øs.tɘ.rai.xɪ.ʃɘ.	6
ho.zɘn.trɛ.gɘr.	ho.zɘn.trɛ.gɘr.	6
zaf.tɪx.	zaf.tɪx.	6
gɘ.ʃtɔl.pɘrt.	gɘ.ʃtɔl.pɘrt.	6
gy.tɘr.	gy.tɘr.	6
lɔ.kɘr.	lɔ.kɘr.	6
an.la.gɘ.	an.la.gɘ.	6
dʊrx.zɪx.tɪ.gɘ.	dʊrx.zɪx.tɪ.gɘ.	6
ʃpe.tsi.ɛ.lɘs.	ʃpe.tsi.ɛ.lɘs.	6
blø.dɘs.	blø.dɘs.	6
ʃɛl.xɘn.	ʃɛl.xɘn.	6
ʃlag.	ʃlak.	6
ain.za.mɘs.	ain.za.mɘs.	6
ain.za.mɘln.	ain.za.mɘln.	6
ab.gɘ.ʃprʊ.ŋɘn.	ap.gɘ.ʃprʊ.ŋɘn.	6
kas.ta.ni.ɘn.baum.	kas.ta.ni.ɘn.baum.	6
pʊ.pɘn.	pʊ.pɘn.	6
prak.tɪ.ʃɘr.	prak.tɪ.ʃɘr.	6
brʊ.tsɘln.	brʊ.tsɘln.	6
bɘ.kan.tɘ.	bɘ.kan.tɘ.	6
kar.tɔŋs.	kar.tɔŋs.	6
gly.bɪr.nɘn.	gly.bɪr.nɘn.	6
klauns.	klauns.	6
ge.gɘn.zatz.	ge.gɘn.zats.	6
nytz.lɪx.	nyts.lɪx.	6
hɔ.kɘn.	hɔ.kɘn.	6
ʃne.bal.ʃlaxt.	ʃne.bal.ʃlaxt.	6
fɛ.lɘ.	fɛ.lɘ.	6
ʊm.zɔnst.	ʊm.zɔnst.	6
bɘ.rɪx.tɘn.	bɘ.rɪx.tɘn.	6
rad.fa.rɘr.	rat.fa.rɘr.	6
fran.tsø.zɪ.ʃɘn.	fran.tsø.zɪ.ʃɘn.	6
fau.lɘ.	fau.lɘ.	6
an.kɔ.mɘn.	an.kɔ.mɘn.	6
fɔl.gɘn.	fɔl.gɘn.	6
ʃte.ɘn.	ʃte.ɘn.	6
los.tsi.ɘn.	los.tsi.ɘn.	6
ain.gɘ.rɔymt.	ain.gɘ.rɔymt.	6
akst.	akst.	6
gɛ.ŋɘ.	gɛ.ŋɘ.	6
auf.tsu.ma.xɘn.	auf.tsu.ma.xɘn.	6
kraŋ.kɘn.ʃvɛ.stɘr.	kraŋ.kɘn.ʃvɛ.stɘr.	6
gɘ.ʃtyrtst.	gɘ.ʃtyrtst.	6
fo.ran.	fo.ran.	6
fɛr.zux.	fɛr.zux.	6
gɘ.rylpst.	gɘ.rylpst.	6
gɘ.ʃɪmpft.	gɘ.ʃɪmpft.	6
hɔylst.	hɔylst.	6
brat.vʊrst.	brat.vʊrst.	6
fai.nɘs.	fai.nɘs.	6
trɔ.kɘ.nɘs.	trɔ.kɘ.nɘs.	6
ʃprɪ.tsɘr.	ʃprɪ.tsɘr.	6
gɘ.ai.nɪxt.	gɘ.ai.nɪxt.	6
dy.nɘ.rɘs.	dy.nɘ.rɘs.	6
flɛ.xɘn.	flɛ.xɘn.	6
fyrx.tɘn.	fyrx.tɘn.	6
y.bʊŋ.	y.bʊŋ.	6
grɛl.	grɛl.	6
vai.xɘn.	vai.xɘn.	6
y.bɘr.tsi.ɘn.	y.bɘr.tsi.ɘn.	6
krai.zɘ.	krai.zɘ.	6
ze.gɘn.	ze.gɘn.	6
bɘ.malt.	bɘ.malt.	6
ɪr.gɘnd.ai.nɘn.	ɪr.gɘnt.ai.nɘn.	6
bɘ.ʃrai.bɘn.	bɘ.ʃrai.bɘn.	6
hɔy.ʃnʊ.pfɘn.	hɔy.ʃnʊ.pfɘn.	6
hɪn.brɪ.ŋɘn.	hɪn.brɪ.ŋɘn.	6
gɘ.past.	gɘ.past.	6
aus.gɘ.la.dɘn.	aus.gɘ.la.dɘn.	6
dʊrx.gɘ.lau.fɘn.	dʊrx.gɘ.lau.fɘn.	6
kraft.	kraft.	6
tsu.ʃrau.bɘn.	tsu.ʃrau.bɘn.	6
na.zɘn.	na.zɘn.	6
re.gi.o.nɘn.	re.gi.o.nɘn.	6
kli.ma.	kli.ma.	6
gɘ.raixt.	gɘ.raixt.	6
gɘ.bo.tɘn.	gɘ.bo.tɘn.	6
tsai.tʊ.ŋɘn.	tsai.tʊ.ŋɘn.	6
mytz.xɘn.	myts.xɘn.	6
auf.drʊ.kɘn.	auf.drʊ.kɘn.	6
ta.ʃɘn.	ta.ʃɘn.	6
bɛŋ.kɘ.	bɛŋ.kɘ.	6
ɪn.fɔr.mirt.	ɪn.fɔr.mirt.	6
fɛr.nynf.tɪx.	fɛr.nynf.tɪx.	6
ra.dlɘr.	ra.dlɘr.	6
von.va.gɘn.	von.va.gɘn.	6
ab.ky.lɘn.	ap.ky.lɘn.	6
an.hø.rɘn.	an.hø.rɘn.	6
klatʃt.	klatʃt.	6
ve.ɘ.	ve.ɘ.	6
mo.mɛn.tan.	mo.mɛn.tan.	6
me.rɘ.rɘn.	me.rɘ.rɘn.	6
hœ.lɪʃ.	hœ.lɪʃ.	6
hɛ.ŋɘrs.	hɛ.ŋɘrs.	6
for.gɘ.ze.ɘn.	for.gɘ.ze.ɘn.	6
ka.kau.bo.nɘn.	ka.kau.bo.nɘn.	6
gɘ.li.fɘrt.	gɘ.li.fɘrt.	6
re.gnɘn.	re.gnɘn.	6
fɛr.ʊn.glykt.	fɛr.ʊn.glykt.	6
o.ri.gi.nɛl.	o.ri.gi.nɛl.	6
kɔx.	kɔx.	6
ʃnal.tsɘn.	ʃnal.tsɘn.	6
hɪn.fa.lɘn.	hɪn.fa.lɘn.	6
lʊt.ʃɘn.	lʊt.ʃɘn.	6
fan.tom.	fan.tom.	6
ain.kɔy.fɘ.	ain.kɔy.fɘ.	6
bɘ.dɔy.tʊŋ.	bɘ.dɔy.tʊŋ.	6
trak.to.rɘn.	trak.to.rɘn.	6
rɛn.fa.rɘr.	rɛn.fa.rɘr.	6
zau.gɘn.	zau.gɘn.	6
flɔ.sɘn.	flɔ.sɘn.	6
gɘ.vɪ.nɘr.	gɘ.vɪ.nɘr.	6
vyr.fɘl.bɛ.xɘr.	vyr.fɘl.bɛ.xɘr.	6
trɔ.kɘ.nɘn.	trɔ.kɘ.nɘn.	6
aus.za.	aus.za.	6
pɛr.fɛk.tɘn.	pɛr.fɛk.tɘn.	6
hɛ.raus.fɔr.dɘ.rʊŋ.	hɛ.raus.fɔr.dɘ.rʊŋ.	6
nax.le.zɘn.	nax.le.zɘn.	6
dɪ.ŋɘrn.	dɪ.ŋɘrn.	6
ʃpra.xɘ.	ʃpra.xɘ.	6
tsu.gɘ.hal.tɘn.	tsu.gɘ.hal.tɘn.	6
knʊrt.	knʊrt.	6
fi.rɘr.	fi.rɘr.	6
fɛr.lɛ.ŋɘrn.	fɛr.lɛ.ŋɘrn.	6
fry.	fry.	6
ab.gɘ.nɔ.mɘn.	ap.gɘ.nɔ.mɘn.	6
gɘ.ʃvɔ.lɘn.	gɘ.ʃvɔ.lɘn.	6
rɛ.xɘn.ma.ʃi.nɘ.	rɛ.xɘn.ma.ʃi.nɘ.	6
mos.	mos.	6
ka.o.tɪʃ.	ka.o.tɪʃ.	6
knʊs.prɪx.	knʊs.prɪx.	6
blʊ.bɘrt.	blʊ.bɘrt.	6
alt.pa.pir.	alt.pa.pir.	6
mɪ.taks.pau.zɘ.	mɪ.taks.pau.zɘ.	6
fɛst.gɘ.klept.	fɛst.gɘ.klept.	6
y.bɘr.fa.rɘn.	y.bɘr.fa.rɘn.	6
taŋk.	taŋk.	6
ɛnt.glai.zɘn.	ɛnt.glai.zɘn.	6
har.tɘn.	har.tɘn.	6
fyrx.tɘr.lɪ.xɘs.	fyrx.tɘr.lɪ.xɘs.	6
an.ha.bɘn.	an.ha.bɘn.	6
prɪn.tsip.	prɪn.tsip.	6
pla.ne.tɘn.	pla.ne.tɘn.	6
krɪ.pɘn.ʃpil.	krɪ.pɘn.ʃpil.	6
bɛ.sɘ.rɘn.	bɛ.sɘ.rɘn.	6
mɪ.tɪx.	mɪ.tɪx.	6
lœx.lain.	lœx.lain.	6
ʃpar.byk.sɘ.	ʃpar.byk.sɘ.	6
ab.gɘ.ʃtyrtst.	ap.gɘ.ʃtyrtst.	6
kan.dɪs.	kan.dɪs.	6
ais.ʃɔ.lɘ.	ais.ʃɔ.lɘ.	6
trɔymst.	trɔymst.	6
gɘ.ʃpylt.	gɘ.ʃpylt.	6
ni.drɪx.	ni.drɪx.	6
ʃʊtz.	ʃʊts.	6
a.pri.ko.zɘn.	a.pri.ko.zɘn.	6
kla.tʃɘn.	kla.tʃɘn.	6
ru.dɘr.	ru.dɘr.	6
ta.nɘn.na.dɘln.	ta.nɘn.na.dɘln.	6
ab.trans.pɔr.ti.rɘn.	ap.trans.pɔr.ti.rɘn.	6
ɛk.sɘ.	ɛk.sɘ.	6
grep.frut.	grep.frut.	6
kleb.ʃtɔf.	klep.ʃtɔf.	6
ʃɔys.lɪx.	ʃɔys.lɪx.	6
pfɛ.fɘr.	pfɛ.fɘr.	6
va.xɘn.	va.xɘn.	6
pɪl.tsɘn.	pɪl.tsɘn.	6
ta.nɘn.	ta.nɘn.	6
tsa.ŋɘ.	tsa.ŋɘ.	6
ab.ʃtand.	ap.ʃtant.	6
ʃlai.ɘr.haft.	ʃlai.ɘr.haft.	6
ryr.lœ.fɘl.	ryr.lœ.fɘl.	6
by.gɘl.	by.gɘl.	6
rɔymt.	rɔymt.	6
tsœ.pfɘ.	tsœ.pfɘ.	6
pɪ.kɘn.	pɪ.kɘn.	6
mar.kɘ.	mar.kɘ.	6
flug.tsɔyg.trɛ.gɘr.	fluk.tsɔyk.trɛ.gɘr.	6
mʊnd.har.mo.ni.ka.	mʊnt.har.mo.ni.ka.	6
ɔ.kɘr.gɛlb.	ɔ.kɘr.gɛlp.	6
bri.	bri.	6
blau.kraut.	blau.kraut.	6
rɛ.nɘn.	rɛ.nɘn.	6
mal.ʃtain.	mal.ʃtain.	6
fal.tɘ.	fal.tɘ.	5
frirst.	frirst.	5
ʃʊl.tɘrn.	ʃʊl.tɘrn.	5
bau.mais.tɘr.	bau.mais.tɘr.	5
zɪ.tsʊŋ.	zɪ.tsʊŋ.	5
ra.zɘn.	ra.zɘn.	5
an.ʃlʊs.	an.ʃlʊs.	5
mɛ.dɘls.	mɛ.dɘls.	5
ʃtrɛ.kɘn.	ʃtrɛ.kɘn.	5
fan.tas.tɪʃ.	fan.tas.tɪʃ.	5
ka.pʊt.maxst.	ka.pʊt.maxst.	5
aus.tsu.ʃli.sɘn.	aus.tsu.ʃli.sɘn.	5
dʊrf.tɘn.	dʊrf.tɘn.	5
gɘ.vʊn.dɘrt.	gɘ.vʊn.dɘrt.	5
ʊn.tɘr.hal.tʊŋ.	ʊn.tɘr.hal.tʊŋ.	5
gɘ.bo.rɘn.	gɘ.bo.rɘn.	5
ain.gɛ.ŋɘ.	ain.gɛ.ŋɘ.	5
lɪ.pɘ.	lɪ.pɘ.	5
vyst.	vyst.	5
klu.gɘs.	klu.gɘs.	5
di.bɘ.	di.bɘ.	5
gɘ.ʃto.lɘn.	gɘ.ʃto.lɘn.	5
tɛ.tɪx.	tɛ.tɪx.	5
ʃo.ko.la.dɘn.	ʃo.ko.la.dɘn.	5
ant.vɔrt.	ant.vɔrt.	5
gɘ.fɛr.lɪ.xɘr.	gɘ.fɛr.lɪ.xɘr.	5
gɘ.fyrx.tɘt.	gɘ.fyrx.tɘt.	5
o.bɘr.stɘn.	o.bɘr.stɘn.	5
nʊ.tsɘn.	nʊ.tsɘn.	5
nɔy.mond.	nɔy.mont.	5
gɘ.ʃtraif.tɘn.	gɘ.ʃtraif.tɘn.	5
bɘ.vʊn.dɘ.rʊŋ.	bɘ.vʊn.dɘ.rʊŋ.	5
e.le.gɑ.ɘ.	e.le.gɑ.ɘ.	5
me.lo.nɘ.	me.lo.nɘ.	5
hɛld.	hɛlt.	5
lɔyxt.tyr.mɘn.	lɔyxt.tyr.mɘn.	5
ʃrai.	ʃrai.	5
raimt.	raimt.	5
at.mɘn.	at.mɘn.	5
tag.hɛl.	tak.hɛl.	5
fɛr.mu.tɘt.	fɛr.mu.tɘt.	5
gɘ.zʊnd.hait.	gɘ.zʊnt.hait.	5
bɘ.ʃtɪm.tɘs.	bɘ.ʃtɪm.tɘs.	5
drai.ɛ.kɪ.gɘs.	drai.ɛ.kɪ.gɘs.	5
an.hast.	an.hast.	5
fɛr.ʃprɛ.xɘ.	fɛr.ʃprɛ.xɘ.	5
fry.sty.kɘn.	fry.sty.kɘn.	5
dʊrx.tsi.ɘn.	dʊrx.tsi.ɘn.	5
tyrm.xɘn.	tyrm.xɘn.	5
gɘ.buxt.	gɘ.buxt.	5
lai.ɘn.	lai.ɘn.	5
vai.tɘ.	vai.tɘ.	5
fɛs.tɘr.	fɛs.tɘr.	5
rɪn.dɘ.	rɪn.dɘ.	5
rɔy.bɘr.	rɔy.bɘr.	5
dy.nɘ.rɘ.	dy.nɘ.rɘ.	5
ʃpai.zɘ.zal.	ʃpai.zɘ.zal.	5
ʃpɪ.nɘn.	ʃpɪ.nɘn.	5
dʒip.	dʒip.	5
gɘ.zʊn.dɘs.	gɘ.zʊn.dɘs.	5
pɛk.xɘn.	pɛk.xɘn.	5
fly.sɘ.	fly.sɘ.	5
ɛr.geb.nɪs.	ɛr.gep.nɪs.	5
al.tɘ.	al.tɘ.	5
rʊk.	rʊk.	5
ab.gɘ.ge.bɘn.	ap.gɘ.ge.bɘn.	5
tail.vai.zɘ.	tail.vai.zɘ.	5
ze.ʃtɛr.nɘ.	ze.ʃtɛr.nɘ.	5
fɛr.raist.	fɛr.raist.	5
ʃlypft.	ʃlypft.	5
dʊrx.at.mɘn.	dʊrx.at.mɘn.	5
nax.gɘ.gʊkt.	nax.gɘ.gʊkt.	5
laist.	laist.	5
te.ta.sɘ.	te.ta.sɘ.	5
kraŋ.kɘn.	kraŋ.kɘn.	5
mɛtz.gɘ.rai.	mɛts.gɘ.rai.	5
fɛr.ʃlʊs.	fɛr.ʃlʊs.	5
fɛr.ʃprɪxst.	fɛr.ʃprɪxst.	5
ain.kle.bɘn.	ain.kle.bɘn.	5
krɪ.bɘlt.	krɪ.bɘlt.	5
no.tɘ.	no.tɘ.	5
vɪ.kɘln.	vɪ.kɘln.	5
gɘ.vynʃt.	gɘ.vynʃt.	5
hɔy.lɘn.	hɔy.lɘn.	5
fla.mɪŋ.go.	fla.mɪŋ.go.	5
tur.	tur.	5
tsɛr.ʃtø.rɘn.	tsɛr.ʃtø.rɘn.	5
auf.gɘ.dɛkt.	auf.gɘ.dɛkt.	5
ɛnt.ʃi.dɘn.	ɛnt.ʃi.dɘn.	5
a.lɘr.a.lɘr.lɛtz.tɘ.	a.lɘr.a.lɘr.lɛts.tɘ.	5
gɘ.pflykt.	gɘ.pflykt.	5
ab.ʃtɛ.lɘn.	ap.ʃtɛ.lɘn.	5
ɪn.sti.tut.	ɪn.sti.tut.	5
ʃnau.fɘn.	ʃnau.fɘn.	5
auf.dɛ.kɘn.	auf.dɛ.kɘn.	5
ʊm.ʃlag.	ʊm.ʃlak.	5
fan.dɘn.	fan.dɘn.	5
dy.nɘr.	dy.nɘr.	5
rɔtz.	rɔts.	5
gɘ.ryrt.	gɘ.ryrt.	5
ʃta.xɘ.lɪx.	ʃta.xɘ.lɪx.	5
gɘ.vak.sɘn.	gɘ.vak.sɘn.	5
klug.	kluk.	5
lœ.ʃɘn.	lœ.ʃɘn.	5
ʃteg.	ʃtek.	5
hox.hal.tɘn.	hox.hal.tɘn.	5
a.kɘr.	a.kɘr.	5
ʃtro.	ʃtro.	5
gɘ.tantst.	gɘ.tantst.	5
hai.ra.tɘn.	hai.ra.tɘn.	5
ɔy.ɘ.rɘm.	ɔy.ɘ.rɘm.	5
ab.gɘ.trɔk.nɘt.	ap.gɘ.trɔk.nɘt.	5
vʊn.dɘr.ba.rɘr.	vʊn.dɘr.ba.rɘr.	5
zɛmt.lɪ.xɘ.	zɛmt.lɪ.xɘ.	5
hɪn.tɘrn.	hɪn.tɘrn.	5
ʃtʊm.	ʃtʊm.	5
ʃprɪ.tsɘn.	ʃprɪ.tsɘn.	5
ʃve.rɘn.	ʃve.rɘn.	5
ɪ.mɘr.hɪn.	ɪ.mɘr.hɪn.	5
nemt.	nemt.	5
dɔy.tʃɘr.	dɔy.tʃɘr.	5
kʊp.lʊ.ŋɘn.	kʊp.lʊ.ŋɘn.	5
ro.bʊst.	ro.bʊst.	5
ab.tsug.	ap.tsuk.	5
bart.ha.rɘ.	bart.ha.rɘ.	5
ɪn.zɛk.tɘn.	ɪn.zɛk.tɘn.	5
ʃmɛ.tɘr.lɪ.ŋɘ.	ʃmɛ.tɘr.lɪ.ŋɘ.	5
vʊr.tsɘln.	vʊr.tsɘln.	5
ka.pi.tɘl.	ka.pi.tɘl.	5
flɔ.tɘr.	flɔ.tɘr.	5
fɪʃt.	fɪʃt.	5
ɪ.nɘ.rɘ.	ɪ.nɘ.rɘ.	5
vɛ.lɘn.	vɛ.lɘn.	5
ab.gɘ.lekt.	ap.gɘ.lekt.	5
ʃmai.sɘ.	ʃmai.sɘ.	5
e.vɪx.kai.tɘn.	e.vɪx.kai.tɘn.	5
laxst.	laxst.	5
ʃøn.stɘn.	ʃøn.stɘn.	5
ʃpa.nɘn.dɘs.	ʃpa.nɘn.dɘs.	5
ɔr.tɘ.	ɔr.tɘ.	5
my.kɘ.	my.kɘ.	5
y.bɘr.tri.bɘn.	y.bɘr.tri.bɘn.	5
be.rɘn.	be.rɘn.	5
zør.vɪs.	zør.vɪs.	5
ain.gɘ.ʃtɛkt.	ain.gɘ.ʃtɛkt.	5
tsu.ʃtɛn.dɪx.	tsu.ʃtɛn.dɪx.	5
ʊn.møg.lɪx.	ʊn.møk.lɪx.	5
ur.vald.	ur.valt.	5
ɛr.le.bɘn.	ɛr.le.bɘn.	5
an.gɘ.bɪ.sɘn.	an.gɘ.bɪ.sɘn.	5
lau.fɘn.dɘ.	lau.fɘn.dɘ.	5
fɛr.zɛŋkt.	fɛr.zɛŋkt.	5
aus.ky.lɘn.	aus.ky.lɘn.	5
hy.pfɘ.	hy.pfɘ.	5
fɛr.brau.xɘn.	fɛr.brau.xɘn.	5
fɛr.la.sɘn.	fɛr.la.sɘn.	5
gø.rɘ.	gø.rɘ.	5
la.dɘ.	la.dɘ.	5
lɪxt.lain.	lɪxt.lain.	5
vai.naxts.tsait.	vai.naxts.tsait.	5
gɘ.hau.ɘn.	gɘ.hau.ɘn.	5
ʊm.gɘ.kert.	ʊm.gɘ.kert.	5
for.kɔ.mɘn.	for.kɔ.mɘn.	5
kɔn.ti.nɛnt.	kɔn.ti.nɛnt.	5
ʃtɔy.ɘrt.	ʃtɔy.ɘrt.	5
bɘ.o.bax.tɘt.	bɘ.o.bax.tɘt.	5
zɛn.dɘr.	zɛn.dɘr.	5
ɛl.tɘ.rɘ.	ɛl.tɘ.rɘ.	5
tsu.bɘ.rai.tɘt.	tsu.bɘ.rai.tɘt.	5
ai.nɪ.gɘr.	ai.nɪ.gɘr.	5
pa.ri.zɘr.	pa.ri.zɘr.	5
tsu.za.mɘn.kla.pɘn.	tsu.za.mɘn.kla.pɘn.	5
zar.di.nɘn.	zar.di.nɘn.	5
aus.gɘ.daxt.	aus.gɘ.daxt.	5
bɘ.gab.tɘs.	bɘ.gap.tɘs.	5
zu.xɘ.	zu.xɘ.	5
kʊ.mɘr.	kʊ.mɘr.	5
gɘ.laxt.	gɘ.laxt.	5
vert.	vert.	5
her.ho.lɘn.	her.ho.lɘn.	5
brɛt.	brɛt.	5
pfer.dɘn.	pfer.dɘn.	5
auf.gɘ.bla.zɘn.	auf.gɘ.bla.zɘn.	5
ʊn.tɘr.hal.tɘ.	ʊn.tɘr.hal.tɘ.	5
vʊnʃ.	vʊnʃ.	5
ʃvai.nɘ.rai.ɘn.	ʃvai.nɘ.rai.ɘn.	5
aus.zɔr.ti.rɘn.	aus.zɔr.ti.rɘn.	5
tyx.tɪx.	tyx.tɪx.	5
ʃɔy.	ʃɔy.	5
aus.get.	aus.get.	5
mɛr.xɘn.	mɛr.xɘn.	5
trug.	truk.	5
max.tɘn.	max.tɘn.	5
kvi.kɘn.	kvi.kɘn.	5
ar.bai.tɘn.	ar.bai.tɘn.	5
fɔyx.tɘn.	fɔyx.tɘn.	5
kɪ.xɘrn.	kɪ.xɘrn.	5
ypst.	ypst.	5
va.kɘ.lɪ.gɘ.	va.kɘ.lɪ.gɘ.	5
kɔ.le.gɘn.	kɔ.le.gɘn.	5
dy.nɘn.	dy.nɘn.	5
frai.ɘn.	frai.ɘn.	5
bɘ.vʊn.dɘrt.	bɘ.vʊn.dɘrt.	5
ʃma.lɘ.	ʃma.lɘ.	5
ʃain.	ʃain.	5
rɔlst.	rɔlst.	5
pa.kɘ.	pa.kɘ.	5
ɪr.gɘnd.ai.nɘr.	ɪr.gɘnt.ai.nɘr.	5
tu.bɘ.	tu.bɘ.	5
ʃar.fɘr.	ʃar.fɘr.	5
gɘ.ni.sɘn.	gɘ.ni.sɘn.	5
ʃtʊmpf.	ʃtʊmpf.	5
zɔr.tɘn.	zɔr.tɘn.	5
an.ʃtrɛ.ŋɘn.dɘr.	an.ʃtrɛ.ŋɘn.dɘr.	5
for.le.zɘ.	for.le.zɘ.	5
gɘ.nau.ɘ.	gɘ.nau.ɘ.	5
gut.get.	gut.get.	5
tantz.	tants.	5
drɪ.tɘ.	drɪ.tɘ.	5
frag.tɘ.	frak.tɘ.	5
dʊrx.lau.fɘn.	dʊrx.lau.fɘn.	5
ʃma.lɘn.	ʃma.lɘn.	5
va.gɘn.	va.gɘn.	5
kvitʃt.	kvitʃt.	5
dʊŋ.kɘl.blau.	dʊŋ.kɘl.blau.	5
gɘ.valt.	gɘ.valt.	5
bø.zɘn.	bø.zɘn.	5
ɪn.takt.	ɪn.takt.	5
for.rat.	for.rat.	5
ʃtɛr.kɘr.	ʃtɛr.kɘr.	5
ze.i.gɘl.	ze.i.gɘl.	5
zak.sɘn.	zak.sɘn.	5
a.me.ri.ka.nɘr.	a.me.ri.ka.nɘr.	5
hypfst.	hypfst.	5
ʃtʊn.dɘn.laŋ.	ʃtʊn.dɘn.laŋ.	5
mɔps.	mɔps.	5
for.la.gɘ.	for.la.gɘ.	5
tsvɛr.gɘn.	tsvɛr.gɘn.	5
gau.da.	gau.da.	5
ri.zɘn.gro.sɘr.	ri.zɘn.gro.sɘr.	5
ʃtønt.	ʃtønt.	5
takt.	takt.	5
ʊn.gɛrn.	ʊn.gɛrn.	5
blɪŋ.kɘn.	blɪŋ.kɘn.	5
mo.tɔr.ʃɪf.	mo.tɔr.ʃɪf.	5
ʊm.gɘ.ʃtɛlt.	ʊm.gɘ.ʃtɛlt.	5
aus.gɘ.fa.lɘn.	aus.gɘ.fa.lɘn.	5
la.ma.	la.ma.	5
bɔŋ.bɔŋ.	bɔŋ.bɔŋ.	5
vai.xɘ.	vai.xɘ.	5
bɘ.hɛlt.	bɘ.hɛlt.	5
traipt.	traipt.	5
frai.haits.ʃta.tu.ɘ.	frai.haits.ʃta.tu.ɘ.	5
ɛs.ki.mos.	ɛs.ki.mos.	5
auf.ɪst.	auf.ɪst.	5
ʃtɛr.nɘn.	ʃtɛr.nɘn.	5
bla.zɘn.	bla.zɘn.	5
an.ʃna.lɘn.	an.ʃna.lɘn.	5
ʃnar.xɘn.	ʃnar.xɘn.	5
kɛrn.	kɛrn.	5
zɛk.stɘ.	zɛk.stɘ.	5
dʊŋ.kɘl.hait.	dʊŋ.kɘl.hait.	5
ʃau.kɘl.pferd.	ʃau.kɘl.pfert.	5
fla.mɘn.	fla.mɘn.	5
zy.sɘs.	zy.sɘs.	5
fɔl.gɘ.la.dɘn.	fɔl.gɘ.la.dɘn.	5
zɛn.dʊŋ.	zɛn.dʊŋ.	5
